pair_id,sample_id,source_id,question,answer,label,generator,source,target_char_count,dataset_role
PAIR-000827,SAMPLE-004957,2144,砌筑工序混凝土小型空心砌块需要做隐蔽吗？谢谢大师,不需要因为不是隐蔽工程在抹灰之前，它的质量是能看见的砌筑完毕可以对其砌筑质量进行检验批验收不合格可以拆除重砌OK?希望对你有帮助！,0,human,open_questions,65,train
PAIR-000065,SAMPLE-000390,8693,两人性格问题和工作原因，沟通很少，该怎么维系婚姻？,建议您尝试进行沟通。尽管两人性格不同或有工作原因导致沟通减少，但这并不意味着婚姻就不能得到维系。沟通是解决问题的关键，也是维护婚姻的重要因素。您可以尝试设定一个定期的沟通时间，在这段时间内，您可以讨论两人的想法、感受、期望和其他问题。您可以设定规则，例如不要打断对方、尽量用积极的语言表达等，以便让沟通更有效率和愉快。此外，您可以尝试寻找一些婚姻咨询师的帮助。婚姻咨询师可以帮助您学习新的沟通技巧，并提供建议和支持，帮助您解决婚姻中出现的问题。总之，婚姻是需要不断努力和维护的，而沟通是维护婚姻的重要因素。希望您能够坚持努力，并找到适合自己的方式来改善沟通。,1,GPT初始,psychology,279,train
PAIR-000546,SAMPLE-003272,431,我有一个计算机相关的问题，请用中文回答，什么是 光驱,光驱是一种利用激光技术来读取或写入光盘数据的电脑硬件设备。它能播放CD音乐、DVD影片或安装游戏软件。尽管U盘已普及，但光驱在备份资料和读取旧光盘时依然非常有用。理解时可以结合定义、作用、工作方式和常见应用来看，会更容易掌握。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。,1,GPT-5,baike,137,train
PAIR-000148,SAMPLE-000883,5965,修真门派掌门人是谁？,姓名：莫问天,0,human,nlpcc_dbqa,6,train
PAIR-000590,SAMPLE-003535,145,我有一个计算机相关的问题，请用中文回答，什么是 数字系统,用数字信号完成对数字量进行算术运算和逻辑运算的电路称为数字电路，或数字系统。由于它具有逻辑运算和逻辑处理功能，所以又称数字逻辑电路。现代的数字电路由半导体工艺制成的若干数字集成器件构造而成。逻辑门是数字逻辑电路的基本单元。存储器是用来存储二进制数据的数字电路。从整体上看，数字电路可以分为组合逻辑电路和时序逻辑电路两大类。,0,human,baike,161,train
PAIR-000605,SAMPLE-003626,1122,我有一个计算机相关的问题，请用中文回答，什么是 机器翻译,机器翻译是利用计算机程序将一种自然语言文本自动转换为另一种语言的过程。它主要依靠统计模型或深度神经网络技术，分析海量双语语料库，学习语言间的对应规律，从而实现源语言到目标语言的智能转换。现代系统多采用Transformer架构，通过注意力机制捕捉上下文语义，显著提升了翻译的准确性与流畅度。这项技术广泛应用于跨语言交流、文献处理等领域，极大促进了全球信息互通。理解时可以结合定义、作用、工作方式和常见应用来看，会更容易掌握。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。,1,GPT-5,baike,286,train
PAIR-000467,SAMPLE-002798,9419,我为甚么喜欢在文字里遨游?,因为在文字里，你能跨越时空，自由探索未知，寻得内心宁静与共鸣。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。需要结合实际情况判断。需要结合实际情况判断。需要结合实际情况判断。需要结合实际情况判断。需要结合实际情况判断。需要结合实际情况判断。,1,GPT-5,psychology,132,train
PAIR-000602,SAMPLE-003607,319,我有一个计算机相关的问题，请用中文回答，什么是 无线网络,所谓无线网络，是指无需布线就能实现各种通信设备互联的网络。无线网络技术涵盖的范围很广，既包括允许用户建立远距离无线连接的全球语音和数据网络，也包括为近距离无线连接进行优化的红外线及射频技术。无线网络普遍和电信网络结合在一起，不需要电缆即可在节点之间相互链接。 无线网络一般被应用在使用电磁波的遥控信息传输系统，像使用无线电波作为载波和物理层的网络，如LTE、Wi-Fi、CDMA2000等。 根据网络覆盖范围的不同，可以将无线网络划分为无线广域网(WWAN：Wireless Wide Area Network)、无线局域网(WLAN：Wireless Local Area Network)、无线城域网(WMAN：Wireless Metropolitan Area Network)和无线个人局域网(WPAN：Wireless Personal Area Network)。,0,human,baike,389,train
PAIR-000208,SAMPLE-001243,5349,南屯门官立中学属于那种中学？,南屯门官立中学是由政府创立，因此故名“官立”。,0,human,nlpcc_dbqa,23,train
PAIR-000717,SAMPLE-004297,3962,有哪些小众的，品质和款式都不错、价格又比较合理的轻奢品牌包包？,“轻奢”，即是小资情调的升级版，“轻”为不过份，也寓意低调。“奢”自然意为奢侈。就是说不过份的小小奢侈一下，愿意为了更高的品质和环境多支付一定的开销。轻奢比小资宠爱自己的意味更浓，追求更高品质的生活，更在乎生活中的细节。Cambridge Satchel马鞍包 1195 Building Block单肩包 2570 A.P.C Greenwich单肩包 3240 Coach Swagger手袋 5950 Kate Spade Faye Drive Etta手袋 3650 Kenzo Biker肩包 5270 LES,0,human,open_questions,260,train
PAIR-000740,SAMPLE-004435,7660,桥本病甲状腺结节怎么治 手抖气紧2009年7月,"病情分析：桥本病是甲状腺炎中最常见的一种类型,90%的病人为女性,多见于30--50岁.本病的临床表现为：起病缓慢,病人一般无特殊感觉,常在无意间发现甲状腺肿大,一般呈弥漫性对成型肿大,亦可一侧肿大较明显,早期甲状腺功能多在正常范围,少数可见轻微亢进,如精神紧张,心悸,畏热等,一般无自发缓解,随着病情进展,当甲状腺破坏达到一定程度,半数以上患者后期可出现甲状腺功能减退症状,如怕冷,乏力,体重增加等,有些病例由弥漫性肿进展为结节性,少数晚期患者的甲状腺体内有大量纤维化形成,则坚硬如石,常与周围组织粘连,可长生进行性压迫症状,出现呼吸困难（特别是在体力劳动时）,吞咽困难,声音嘶哑等.桥本病是一种自身免疫缺陷性疾病,往往治疗起来恢复缓慢,长期得不到正确治疗还会损害甲状腺功能形成桥本甲减.指导意见：桥本病是一种自身免疫缺陷性疾病,往往治疗起来恢复缓慢,长期得不到正确治疗还会损害甲状腺功能形成桥本甲减.所以说你还是要去医院进行治疗,至于能否要小孩可看据你的病情和恢复情况而定.",0,human,medicine,439,train
PAIR-000228,SAMPLE-001364,7993,吃了避孕药出现恶心呕吐该如何？ 还没有想好应不应该要宝宝，每次房事已经结束后，就会吃一颗避孕药来防止怀孕，吃了避孕药，心里面会犯恶心，偶尔会干呕，吃了避孕药，再次出现恶心干呕情况是为啥？以后还可以吃避孕药吗？,吃避孕药后恶心干呕是因药物含激素，刺激胃黏膜所致。若呕吐在服药后两小时内发生，需补服一次。以后仍可吃，但建议改在睡前服药以减轻反应，或换用其他避孕方式如避孕套，避免频繁服用紧急避孕药伤身。具体情况需要结合检查结果和医生判断，不建议自行用药或延误就诊。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。,1,GPT-5,medicine,195,train
PAIR-000271,SAMPLE-001626,8358,在山东 ，一审嬴了官司，对方上诉进入二审，法官向我介绍律师，我没答应，法官就不开庭。二审立案已7个月了，没有音信，我怎么办？,在中国，当一审案件被上诉进入二审时，通常由高级法院审理。如果您不同意法官介绍的律师，法官可能会拒绝开庭。但是，法官有责任保证双方在公平和公正的环境中获得公正的审判。因此，如果您认为法官的行为不当或有问题，您可以向当地的司法行政机关或者有关的监督机构投诉或寻求帮助。同时，如果您认为法官没有在合理的时间内审理您的案件，您也可以向法院提出申请，要求法院加快审理进程。此外，如果您觉得自己需要律师的帮助，您也可以自行寻找合适的律师。,1,GPT初始,law,213,train
PAIR-000453,SAMPLE-002714,8503,您好！我们夫妻无子女，购买一套房马上要领产权证了，可以将产权证名换成侄儿的吗？谢谢！,可以的，但需办理过户手续并缴纳税费。,1,GPT-5,law,20,train
PAIR-000823,SAMPLE-004933,8097,白带发白是怎么回事？ 无,"考虑是阴道炎,建议做白带常规检查确诊是什么感染以后再进行治疗.应注意个人卫生,勤换内裤,用过的内裤,盆,毛巾等应用开水烫洗,并在阳光下晒干.",0,human,medicine,70,train
PAIR-000682,SAMPLE-004087,7161,手足口病的护理需要注意什么？ 手足口病的护理需要有留意什么？,手足口病人拥有病毒感染引来的一种疾病，一般表现出为发烫手足口部位起疱疹，五周岁以下的儿童容易传染此病，建议，传染手足口疾病之后，在医生的指导下使用药物对症治疗，饮食上也要留意清淡，防止吃海鲜食物刺激性的食物，防止抓破水泡，最后，祝你早日恢复健康。,0,human,medicine,123,train
PAIR-000299,SAMPLE-001790,7797,女人的是G 点位置在哪，G点说的是什么 我去年结的婚，最近总是肚子小腹疼痛，尤其是来事那几天，很害怕影响生育，而且十分的怕冷，怕寒。请问女人的是G 点位置在哪，G点说的是什么,G点位于阴道前壁，距阴道口约两三厘米处，是一块对刺激敏感的区域。您小腹疼痛怕冷可能是宫寒或妇科炎症，建议尽快就医检查，以免影响生育健康。具体情况需要结合检查结果和医生判断，不建议自行用药或延误就诊。如果信息不足，应结合具体背景进一步核实，避免只凭单一说法下结论。,1,GPT-5,medicine,123,train
PAIR-000087,SAMPLE-000517,9531,为什么我们需要被关注？?,大概被关注的时候会觉得自己和关注自己的人是有情感连接的。我们渴望自己不是单独存在于这世上，我们是活生生的人，就会有这样的需求，就好像说我们会感到饿一样，在心灵的层面上我们也是需要食粮的。,0,human,psychology,93,train
PAIR-000051,SAMPLE-000304,2871,上班自带午饭，带什么菜比较好？可以用微波炉加热。希望能吃点热的健康的卡路里低的。,推荐西兰花炒鸡胸肉，搭配糙米饭。西兰花和鸡胸肉都低脂高蛋白，微波加热后口感依然脆嫩。再配一份凉拌木耳或黄瓜，补充膳食纤维。主食选糙米或藜麦，比白米更抗饿且升糖慢。避免带绿叶菜久放，容易变黄出水。可加几颗圣女果或半个苹果，饭后解腻。记得用分隔饭盒，汤汁少的菜更不易串味。若想换口味，番茄炖牛肉或清蒸鲈鱼也不错，但注意少油少盐。,1,DeepSeek,open_questions,201,train
PAIR-000617,SAMPLE-003697,87,我有一个计算机相关的问题，请用中文回答，什么是 电话,电话[英语：Telephone，出自希腊语τῆλε（tēle，意为“远”）和φωνή（phōnē，意为“声音”），旧译德律风]是一种可以传送与接收声音的远程通信设备。早在18世纪欧洲已有“电话”一词，用来指用线串成的话筒（以线串起杯子）。电话的出现要归功于亚历山大·格拉汉姆·贝尔，早期电话机的原理为：说话声音为空气里的复合振动，可传输到固体上，通过电脉冲于导电金属上传递。 这一行业通常分为电话设备制造商和电话网络运营商。在历史上，网络运营商通常都拥有全国性的垄断。随着全球电信市场的开放和集成以及技术的发展，逐渐出现多家运营商在同一市场竞争的局面。例如，贝尔系统，即AT&T的下属公司曾拥有美国电话市场的80%。,0,human,baike,308,train
PAIR-000231,SAMPLE-001386,9338,各位咨询师们，你们为什么会选择学习心理咨询?,作为一名计算机程序，我没有选择学习心理咨询的意愿。但是我知道，许多人会选择学习心理咨询是因为他们对人类心理学和心理健康感兴趣，并想要帮助他人改善自己的心理健康。心理咨询也是一种可以让人们发挥自己的创造性和想象力的职业，许多人可能会觉得这是一项有意义和有价值的工作。此外，许多人也可能认为，通过学习心理咨询，可以帮助自己更好地理解自己和他人，并在日常生活中应用这些知识来改善自己的情绪和关系。,1,GPT初始,psychology,195,train
PAIR-000603,SAMPLE-003613,689,我有一个计算机相关的问题，请用中文回答，什么是 智力,智力（Intelligence)是指生物一般性的精神能力，指人认识、理解客观事物并运用知识、经验等解决问题的能力，包括记忆、观察、想象、思考、判断等。这个能力包括以下几点：理解、判断、解决问题，抽象思维，表达意念以及语言和学习的能力。当考虑到动物智力时，“智力”的定义也可以概括为：通过改变自身、改变环境或找到一个新的环境去有效地适应环境的能力。智力也叫智能，是人们认识客观事物并运用知识解决实际问题的能力。智力包括多个方面，如观察力、记忆力、想象力、分析判断能力、思维能力、应变能力等。智力的高低通常用智力商数来表示，是用以标示智力发展水平。特别需要指出的是智力不指代智慧，两者意义有一定的差别。,0,human,baike,299,train
PAIR-000266,SAMPLE-001595,5295,国立政治大学坐落于哪一座城市？,国立政治大学坐落于台湾的台北市。,1,GLM,nlpcc_dbqa,43,train
PAIR-000357,SAMPLE-002137,5802,宇宙神5型运载火箭一共成功了多少次？,成功次数 26次,0,human,nlpcc_dbqa,8,train
PAIR-000559,SAMPLE-003349,846,我有一个计算机相关的问题，请用中文回答，什么是 地址空间,地址空间（address space）表示任何一个计算机实体所占用的内存大小。比如外设、文件、服务器或者一个网络计算机。地址空间包括物理空间以及虚拟空间。 在计算机中，每个设备以及进程都被分配了一个地址空间。处理器的地址空间由其地址总线以及寄存器决定。地址空间可以分为Flat——表示起始空间位置为0；或者Segmented——表示空间位置由偏移量决定。在一些系统中，可以进行地址空间的类型转换。至于IP地址空间，IPV4协议并没有预见到IP地址的需求量如此之大，32位的地址空间已经无法满足需求了。因此，开发了IPV6协议，支持128位的地址空间。 把物理地址暴露给进程会带来下面几个严重问题。第一，如果用户程序可以寻址内存的每个字节，它们就可以很容易地（故意地或偶然地）破坏操作系统，从而使系统慢慢地停止运行。即使在只有一个用户进程运行的情况下，这个问题也是存在的。第二，使用这种模型，想要同时（如果只有一个CPU就轮流执行）运行多个程序是很困难的。在个人计算机上，同时打开几个程序是很常见的（一个文字处理器，一个邮件程序，一个网络浏览器，其中一个当前正在工作，其余的在按下鼠标的时候才会被激活）。在系统中没有对物理内存的抽象的情况下，很难做到上述情景，因此，我们需要其他办法。 要保证多个应用程序同时处于内存中并且不互相影响，则需要解决两个问题：保护和重定位。我们来看一个原始的对前者的解决办法：给内存块标记上一个保护键，并且比较执行进程的键和其访问的每个内存字的保护键。然而，这种方法本身并没有解决后一个问题，虽然这个问题可以通过在程序被装载时重定位程序来解决，但这是一个缓慢且复杂的解决方法。,0,human,baike,701,train
PAIR-000198,SAMPLE-001183,5337,北见工业大学之前叫做什么？,前身是1960年设立的北见工业短期大学，1966年改名为北见工业大学。,0,human,nlpcc_dbqa,35,train
PAIR-000487,SAMPLE-002919,6723,我就用两千块钱我想借两千块钱,如果你手头暂时资金紧张，可以考虑向亲朋好友说明情况，看看是否能借到所需金额。同时，也可以尝试寻找一些短期贷款平台，但要注意选择正规机构，避免陷入高利贷的陷阱。在借钱前，最好先评估自己的还款能力，确保不会造成更大的经济压力。,1,Qwen3,finance,94,train
PAIR-000153,SAMPLE-000918,8011,做爱多久才不算早泄？ 我今年25岁，第一次耍女朋友，聊了好长时间女朋友才同意去开房，想一想都激动，结果还没出去就射了，感觉好丢人，我平时又没性交的习惯。做爱多久才不算早泄？,"This content may violate our content policy. If you believe this to be in error, please submit your feedback — your input will aid our research in this area.早泄是指过早地射精，也就是在性交过程中，男性出现射精的情况。这是一种常见的性功能障碍，通常不会对男性的健康造成危害，但可能会影响男性的性生活质量。在性交过程中，男性会经历五个阶段：激情期、觉醒期、增强期、射精期和恢复期。根据这五个阶段的持续时间，通常认为，如果在性交过程中，男性射精时间少于一分钟，就可能被认为是早泄。然而，在性交过程中射精的时间并不是唯一衡量早泄的因素。对于许多男性来说，早泄并不是一个严格的概念，而是个人感受。有些男性可能会认为，只要在性交过程中射精，就是早泄。其他男性则可能认为，只有在性交过程中射精几次或没有达到高潮就射精才算早泄。总之，早泄是一个主观的概念，取决于个人对自己的性能力的期望和对性交过程的体验。如果你认为自己的射精时间过短，并且这对你的性生活造成了困扰，那么你可能需要寻求帮助。可以咨询医生或其他专业人",1,GPT初始,medicine,528,train
PAIR-000994,SAMPLE-005964,3028,高等数学中通量、散度、环流量、旋度，有哪些形象易懂的例子?,通量是指通过某个平面的流速场的流量，它是由流体的密度和流速决定的。散度是流体流动中流体粘度与流速之间的关系。环流量是指流体围绕某一中心旋转时产生的动量。旋度是指流体围绕某一中心旋转时产生的角动量。举个例子，假设有一个管道，里面流动着水。如果你想知道管道中水流的通量，你可以在管道的某个截面上测量水流的流速，并乘以截面的面积，就可以得到水流的通量。如果你想知道水流的散度，你可以测量水流的流速分布情况，以及水的粘度，并计算出它们之间的关系。如果你想知道水流的环流量，你可以观察水流围绕某一中心旋转时产生的动量。如果你想知道水流的旋度，你可以观察水流围绕某一中心旋转时产生的角动量。这些概念可以用来研究流体动力学中的许多问题，例如水流的传输、扩散、涡旋等等。,1,GPT初始,open_questions,327,train
PAIR-000926,SAMPLE-005551,6726,贷款续贷需要多少天,若是在招行办理的个人贷款，具体时间请直接与贷款经办行核实确认。,0,human,finance,31,train
PAIR-000108,SAMPLE-000643,8089,乳房切除会对人体产生伤害么？ 无,你好，乳房切除后，如果是病情需要的话，做好手术后的护理调养，一般并不会有生命危险，但是乳腺功能会丧失。注意定期复查,0,human,medicine,57,train
PAIR-000117,SAMPLE-000697,5986,什么时候研制成功具有独特加工工艺的绿茶精品？,金刚碧绿茶以金刚台碧莲峰（大黄尖）,0,human,nlpcc_dbqa,17,train
PAIR-000870,SAMPLE-005215,7579,胃病治不好吗 老以前一直就有胃病。从去年10月份已经开始就一直感冒，感冒后又在空气不浮动的房间里焊了4个多小时的镀锌管。第三天就已经开始感冒加重，一礼拜后去医院拍了个片子，经医生确诊说是肺炎，就打了八天点滴。又去拍片子说肺炎好了。胃病怎么办？,这是肺炎救治后遗留下的后遗症，是脾虚生痰，肺不宣降所致，建议中药调理1、是脾虚生痰，肺不宣降所致2、建议中药调理，问题不大，调养一段时间就能好其实得了胃病并不可怕，患者要认为自己是可以战胜病魔的，只要及时发现症状，并且对症救治，缓解病情及康复的几率都非常大。,0,human,medicine,129,train
PAIR-000435,SAMPLE-002605,3350,怎么看白银案20年未破，换了个厅长秒破？,我早饭吃了三个包子，吃第三个包子的时候饱了，唉，早知道直接吃第三个包子了,0,human,open_questions,36,train
PAIR-000023,SAMPLE-000135,4511,vuejsui库优劣势分析和选择？现有的：Desktop ui ElementUI iView ...Mobile uiweui vux mint-ui.... 以上ui大家用过的，觉得哪个好一些,ElementUI在桌面端功能全面，组件丰富，适合中大型项目，但样式较为固定。iView文档详细，适合初学者，但移动端支持较弱。WeUI和Vux适合微信小程序，但可定制性较低。Mint-UI界面简洁，适合移动端，但更新频率较低。,1,Qwen3,open_questions,97,train
PAIR-000013,SAMPLE-000075,8748,28岁，女，工作压力很大，觉得自己心理失衡怎么办？,工作压力大时，可以尝试每天安排固定时间进行放松，比如深呼吸、散步或听音乐。同时，学会合理分配任务，避免过度承担。与朋友或家人倾诉也能缓解情绪，保持积极心态，逐步调整自己的心理状态。,1,Qwen3,psychology,78,train
PAIR-000309,SAMPLE-001852,3666,如何提高DotA水准？不知道问答社区里面有DOTA爱好者没呢？,提升DotA水准需系统训练。先精通两三个英雄，熟悉其技能连招与出装节奏。其次强化补刀与视野控制，每局固定练习正反补。多看顶尖选手第一视角，学习团战站位与切入时机。复盘自己的录像，重点分析死亡原因和资源分配。保持心态稳定，少抱怨队友，多沟通战术。最后，定期打单排锻炼独立决策，并关注版本更新，适应新改动。坚持三个月，水平必有明显跃升。,1,DeepSeek,open_questions,185,train
PAIR-000556,SAMPLE-003331,181,我有一个计算机相关的问题，请用中文回答，什么是 图像处理,图像处理(image processing)，用计算机对图像进行分析，以达到所需结果的技术。又称影像处理。图像处理一般指数字图像处理。数字图像是指用工业相机、摄像机、扫描仪等设备经过拍摄得到的一个大的二维数组，该数组的元素称为像素，其值称为灰度值。图像处理技术一般包括图像压缩，增强和复原，匹配、描述和识别3个部分。,0,human,baike,158,train
PAIR-000584,SAMPLE-003502,836,我有一个计算机相关的问题，请用中文回答，什么是 拓扑结构,拓扑结构是网络中节点与链路在物理或逻辑上的排列方式，决定了数据流动的路径与系统整体性能。常见的物理拓扑包括总线型、星型、环型、树型、网状及混合型。总线型所有节点共享一条主干线，成本低但单点故障易导致全网瘫痪；星型以中心设备为枢纽，各节点独立连接，便于管理但依赖中心节点可靠性；环型数据沿单向或双向环路传递，延迟可控但扩展性受限；树型是星型的层级扩展，适合分域管理；网状拓扑中节点间多条冗余连接，容错性强但布线复杂、成本高。逻辑拓扑则描述数据实际传输方式，如以太网采用总线逻辑，令牌环采用环逻辑，即便物理连接为星型，逻辑上仍可能按总线或环工作。选择拓扑需权衡成本、可靠性、扩展性与维护难度，例如小型办公常选星型，骨干网络多用网状或混合型。理解拓扑结构有助于网络故障排查、性能优化及安全策略部署，是网络设计与运维的基础。,1,DeepSeek,baike,340,train
PAIR-000629,SAMPLE-003769,148,我有一个计算机相关的问题，请用中文回答，什么是 自动化测试,一般是指软件测试的自动化，软件测试就是在预设条件下运行系统或应用程序，评估运行结果，预先条件应包括正常条件和异常条件。 自动化测试是把以人为驱动的测试行为转化为机器执行的一种过程。通常，在设计了测试用例并通过评审之后，由测试人员根据测试用例中描述的规程一步步执行测试，得到实际结果与期望结果的比较。在此过程中，为了节省人力、时间或硬件资源，提高测试效率，便引入了自动化测试的概念。 全名HP QuickTest Professional software，2012年12月6日发布11.5版本，并更名为Unified Functional Testing。 QTP是quicktest Professional的简称，是一种自动测试工具。使用QTP的目的是想用它来执行重复的手动测试，主要是用于回归测试和测试同一软件的新版本。因此你在测试前要考虑好如何对应用程序进行测试，例如要测试那些功能、操作步骤、输入数据和期望的输出数据等。,0,human,baike,415,train
PAIR-000748,SAMPLE-004483,9188,每次到人多的地方就不舒服很反感，我该怎么办？,你好平日里看上去开心活泼，但是聚会就不行，一方面是你社交技能的欠缺，另一方面是你感觉在这些人面前你感觉到不如别人，你并不是什么自闭，你需要成长，不要停留在自己的世界，建议咨询，祝好，如果愿意可以选择咨询。,0,human,psychology,102,train
PAIR-000975,SAMPLE-005849,1854,青海轻质隔墙 西宁轻质隔墙 哪个厂家好？,选择青海西宁轻质隔墙厂家，建议考察资质、案例与口碑。优先选有正规生产许可、经验丰富且售后服务好的本地企业，确保质量与施工效率。,1,GLM,open_questions,94,train
PAIR-000481,SAMPLE-002886,6972,我女儿在美*工作，有北*市户口，想在北*买房，可以在北*的银行贷款吗？,您好，感谢您对我的问询。根据您所提供的信息，我可以给您一些建议。在中国，购买房屋通常需要贷款。如果您女儿在中国有工作和户口，她可以尝试在北京的银行申请贷款。不过，银行对贷款申请的审核标准各不相同，具体是否能够获得贷款需要您女儿向银行进行申请并提供必要的资料。建议您女儿咨询当地的银行，了解其对贷款申请的具体要求和条件。通常情况下，银行会要求申请人提供有关身份证明、工作证明、收入证明等文件。此外，申请人还需要满足银行规定的信用要求。如果您女儿的信用状况较好，并且满足其他条件，她可能会有更大的机会获得贷款。希望以上信息对您有帮助。如果您有其他问题，欢迎继续向我提问。,1,GPT初始,finance,283,train
PAIR-000462,SAMPLE-002767,2153,想请问，孕期品哪个牌子比较好啊？ 想请问，孕期护肤品哪个牌子比较好啊？,我整个孕期用的都是蕴妙的产品，蕴妙是专门做孕期护理产品的，而且都是天然的护肤品，我觉得挺放心，宝宝现在5个月了，又活泼又健康，是我们家的开心果。希望楼主也生一个健健康康的宝宝，做个靓妈咪O(∩_∩)O~,0,human,open_questions,101,train
PAIR-000805,SAMPLE-004825,5708,电影陆军中野学校的作者是谁？,原作：畠山清行（‘周间サンケイ’掲载・サンケイ新闻出版局刊‘陆军中野学校’より，弘文堂刊‘谋略太平洋戦争’より）,0,human,nlpcc_dbqa,56,train
PAIR-000140,SAMPLE-000835,6759,信用卡可以无卡支付吗,若是招行信用卡，开通网上支付功能后，可以用于无实物卡的网上付款交易。,0,human,finance,34,train
PAIR-000109,SAMPLE-000649,8057,乳腺增生需要怎么治疗呢？ 做了输卵管造影没事儿，下次月经什么去做b超监测数据绝经最好，做了输卵管造影没事了吗？,输卵管造影没发现异常，B超检验绝经应当月经来潮第8天已经开始。月经规律的情况下，排卵期往往在下次月经来潮前的第14天到16天。所以可以提早仔细检查卵泡发育情况。对于输卵管患者来说，除了正规救治外，还需要有看重自身的护理培训，建议患者多留意救治期间防止性生活，多留意清洁。,0,human,medicine,135,train
PAIR-000658,SAMPLE-003943,8411,我的哥哥在建筑工地的工棚里死亡.是早上8点20分.是在上班时间.请问这是工亡吗？建筑公司说不是.我也没有钱请律师.该怎么办？还没领过工资.上班时间也不长.没有劳动合同.也没有买保险.谁能帮助我！,应当属于工亡，这种情况最好先报警，有警察的询问记录方便后期处理赔偿问题。,0,human,law,36,train
PAIR-000010,SAMPLE-000055,9093,20岁，喜欢过很多男的，但在一起就很排斥，怎么办？,听说有一种症状类似“花痴”很像你 （认真脸不过表达自己的喜欢没什么错，只是不是所有人都能跟上你的节奏罢了。觉得你可能要注意的问题是：你的喜欢是怎么确认的？是否门槛太低啦？你是否很怕错过？亲密感对于你有多重要？会不会把感情当做暴食症患者的事物一样了呢？,0,human,psychology,125,train
PAIR-000853,SAMPLE-005113,7819,羊癫疯怎样缓解比较好 200911-12月2012，5，20，又发一次医院以确诊为羊殿风就诊安徽省怀远县第一次误为脑震荡,你好，这种情况可以应用卡马西平等抗癫痫药物治疗，或结合针灸治疗看，平时注意避免刺激性食物 ，除了正规治疗癫痫病外，患者需要多咨询专家建议，和医生保持沟通，患者还需要重视饮食方面，例如合理饮食，保持心情愉快。与此同时患者还要注意选择一家正规医院诊治，这样才能得到良好的治疗效果。,0,human,medicine,138,train
PAIR-000797,SAMPLE-004777,7098,生病能不能把冻结账户的钱取出,若是招行储蓄卡问题，建议您致电客服查询一下。,0,human,finance,22,train
PAIR-000236,SAMPLE-001412,8557,同村的A社村民，购买B社村民的土草房，打算翻建盖牛棚子，可以吗？如果可以，需要办理哪些手续？需要经过B社全体社民同意吗？,可以买卖。需签合同、办过户和审批，不用B社全体同意。如果信息不足，应结合具体。,1,GPT-5,law,36,train
PAIR-000204,SAMPLE-001224,7059,单身可以按揭买房吗,是的，单身也可以按揭购买房屋。不过，在按揭购买房屋时，您需要满足一些贷款要求，包括但不限于有足够的收入、良好的信用记录和足够的首付款。同时，您也需要考虑其他因素，包括贷款利率、还款期限和首付款比例。建议您咨询专业人士，了解有关购买房屋的更多信息。,1,GPT初始,finance,123,train
PAIR-000657,SAMPLE-003941,8519,我的员工在离的时候保留了一份他工作时的客户名单。现在他新成立了公司，还保持和这些客户的联系。已经造成了多起我公司客户流失。请问对这种情况是否属于不正当竞争？或是在法律上有所约束？,该员工的行为涉嫌侵犯商业秘密，构成不正当竞争，你们可依法起诉索赔。,1,GLM,law,61,train
PAIR-000696,SAMPLE-004171,4783,描述统计学常用的工具有哪些？,通常会使用的工具是频数分布表与图示法，如多边图、直方图、饼图、散点图等。,0,human,nlpcc_dbqa,36,train
PAIR-000020,SAMPLE-000119,1496,EXCEL表中重复的电话号码怎么一次性删除,选中电话号码列，点击数据选项卡中的删除重复项按钮即可完成操作。,1,GLM,open_questions,76,train
PAIR-000261,SAMPLE-001561,8292,因双方私下签订了买卖合同，买卖终身，现在我想要回来可以么,土地是不允许买卖的，这样的合同违法而无效,0,human,law,20,train
PAIR-000856,SAMPLE-005131,4533,美国掌握DNS根服务器，为什么不封杀一些网站？随便搜一下海盗湾就会发现它被到处驱逐的坎坷历史。既然在各国都不合法，我用美国代理照样能上海盗湾，各国政府为什么不封杀呢？同理还有基地组织网站,DNS 根服务器由ICANN掌握 域名 ICANN全面管理DNS，它控制了根域，然后把各顶级域委托给各域名注册局 （domain name registry）. 如 ccTLDs的注册机构就是相应的国家。ICANN对这些注册机构担任协调顾问角色，但不参与域名分配注册的具体章程条件等规定。另一方面，gTLDs直接由ICANN管理，这就意味着所有条款条件都由ICANN和各gTLDs注册机构共同制定。ICANN成立于1998年，为非营利组织，其成立后，美国政府即将域名管理权向其移,0,human,open_questions,239,train
PAIR-000242,SAMPLE-001447,5281,和田会议是什么时候，在哪举行的？,和田会议1996年11月29日东突厥斯坦独立运动在新疆和田市召开的会议。,0,human,nlpcc_dbqa,36,train
PAIR-000924,SAMPLE-005539,6901,贷款5万6俩年还款每个月还款利息多少呢,现在的2年期贷款利率4.75%，按月计息，贷款5.6万，2年还清，每月需还款2450.53元，总还款额5##12.79元，总还款利息2#12.79元。,0,human,finance,75,train
